Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"Sejauh ini sangat bagus, tetapi agak sedikit ngelag ketika membuka pintu dan ketika sedang di mode tidak bertarung. TV Mode kalau bisa dikurangi agar tidak bosan dan cepat mengantuk ketika sedang dimainkan. Jangan terlalu sering update agar tidak memenuhi penyimpanan device",bagus ngelag buka pintu mode tarung tv mode rang bosan cepat antuk main update penuh simpan device,Negative,Negative
Hoyovers kok susah banget login nya ya tolong di perbaiki,hoyovers susah login tolong baik,Negative,Negative
game seru tp hpku gak kuat... mungkin nanti klo aku ganti device bakal comeback,seru hpku kuat ganti device comeback,Negative,Negative
Kok saya tidak bisa download padahal perangkat ku sudah versi terbaru?,download perangkat ku versi baru,Negative,Negative
"Game smph, gacha ampas mulu, udh cape2 lama2 kumpulin resource buat gacha, sia sia aja",smph gacha ampas mulu capek kumpulin resource gacha sia sia,Negative,Negative
dipaksa pensi sama device,paksa pensi device,Negative,Negative
terlalu sering force close,force close,Negative,Negative
"I found whether it was a bug or not when I played using a Xiaomi 12T device using a controller, there were no problems at all in terms of game control. but when I tried to play using the Xiaomi 14T Pro using the same controller a delay occurred in the game and it was really uncomfortable because the controller I was using was still the same and there were no problems when I tested with the DS4 tester. I hope HOYOVERSE sees my review and tries to fix this problem Overall this game is great 👍",found whether was bug not when played using xiaomi device using controller there were no problems at all terms of control but when tried play using the xiaomi pro using the same controller delay occurred the and was really uncomfortable because the controller was using was still the same and there were no problems when tested with the ds tester hope hoyoverse es my review and tries fix this problem overall this is great,Negative,Negative
Tolong benarkan sistem gacha nya jangan pelit pelit lah masa game Honkai impact aja ga pelit dari sistem gacha nya tolong benarkan lagi untuk developer Game gacha tahun sekarang udah ga zaman pelit pelit gacha kalau mau rame game nya,tolong benar sistem gacha pelit pelit honkai impact pelit sistem gacha tolong benar developer gacha tahun zaman pelit pelit gacha rame,Negative,Negative
jalan cerita dh makin gg cuman minus nya skrng dh sering force close tolong diperbaiki lagi biar ga menganggu player selesain misi/dll.,jalan cerita dah cuman minus dah force close tolong baik biar menganggu player selesain misidll,Negative,Negative
"Gw main di Snapdragon 870 lancar sih, cuma pas buka toko sinyal & event suka terhenti dan force close. Berharap kedepannya ada perbaikan, jangan lupa kompensasinya jugaa wkwkw kalo udah membaik, rating gw naikin lagi...",snapdragon lancar pas buka toko sinyal event suka henti force close harap depan baik lupa kompensasi wkwkw baik rating naikin,Negative,Negative
"Najis, akun gw gacha all banner 70/80 smua taii ini gacha apa pick up si asww",najis akun gacha all banner taii gacha pick up asww,Negative,Negative
loading screen nya bisa dibuat lebih menarik nggak. Kadang bosen kalau mau log in,loading screen tarik kadang bosan log,Positive,Negative
"game kurang optimal, masih suka frame drop, sama tambahin fitur matiin shadow dan lain lain agar tidak berat, devide sudah cukup mumpuni, jalandi kota aja serasa frame drop apalagi pas battle, tolong segera di optimalisasi",optimal suka frame drop tambah fitur matiin shadow berat devide mumpuni jalandi kota serasa frame drop pas battle tolong optimalisasi,Negative,Negative
"Sering force close, buka event force close, padahal gameplay nya agak lancar dan koneksi sinyal masih oke, tp kendala sama force close, tolong di perbaiki dan di kasih konpensasi, karena loading ke game itu mendingan agak lama",force close buka event force close gameplay lancar koneksi sinyal oke kendala force close tolong baik kasih konpensasi loading mending,Negative,Negative
"ada bug visual, efek chr malah jadi silau banget",bug visual efek chr silau,Positive,Negative
"Untuk gamenya sudah bagus, dan saya apresiasi developer bisa porting game sekelas dan sebagus game PC seperti ini, namun saya mengalami masalah di mana setiap membuka menu gacha dan toko itu langsung mengalami frame drop hingga freeze dan akhirnya force close. Padahal grafik yang saya pakai itu rekomendasi dari sistemnya, dan itu membuat saya tidak nyaman bermain...",bagus apresiasi developer porting kelas bagus pc alami buka menu gacha toko alami frame drop freeze force close grafik pakai rekomendasi sistem nyaman main,Negative,Negative
untuk di android patah patah padahal SD 7 gen 4,android patah patah sd gen,Negative,Negative
"size game tiap update makin besar, game makin berat",size update berat,Negative,Negative
Gacha nya lumayan ampas,gacha lumayan ampas,Negative,Negative
"Untuk pihak developer tolong ini gamenya kenapa ya, saya main lancar fps stabil jika mengalami frame drop turunnya paling dari 60 ke 40, tapi suara yang keluar dari gamenya pecah apalagi jika menggunakan dolby atmos suaranya tambah pecah, ini bug atau emang optimalisasinya jelek, dan gamenya juga kadang force close tolong diperbaiki masalahnya jangan didiemin doang dev.",developer tolong lancar fps stabil alami frame drop turun suara pecah dolby atmos suara pecah bug optimalisasi jelek kadang force close tolong baik didiemin doang dev,Negative,Negative
not bad,not bad,Negative,Negative
"saya tidak bisa login ke akun saya, bisa bantu tidak?",login akun bantu,Negative,Negative
Baru maen aja langsung di kasih kalah rete of njirr parah banget,kasih kalah rete of anjir parah,Negative,Negative
"aduhai ampas Mulu cik, jadi malas main",aduhai ampas mulu cik malas,Negative,Negative
"setelah bermain cukup lama dari mulai versi 1.0 sampai 1.9 tidak ada masalah tetapi semenjak update 2.0 sampai 2.5 banyak sekali masalah yang saya alami selaku player yang memainkan game ini .masalahnya bug keluar map,sering stack di in game ditampilan memuat konfigurasi data sering stack di 75,30% selain itu waktu saya bermain jaringan tiba tiba tidak stabil dan frame drop.itu saja keluhan dari saya mohon ditanggapi selaku developer zenless zone zero saya mohon lebih dioptimalin gamenya",main versi semenjak update alami player main bug mapsering stack tampil muat konfigurasi data stack waktu main jaring stabil frame dropitu keluh tanggap developer zenless zone zero dioptimalin,Negative,Negative
"Jujur saya kecewa dengan trailer PV Season 3, dimana desain awal lady Sun Bringer yang tertutup dan elegan serta bisa menampilkan aura berwibawa, namun sekarang malah jadi terbuka dan mengekspos banyak bagian tubuh. Saya harap developer bisa kembali seperti sedia kala saat patch 1.x di mana desain semua karakter yang beragam namun tertutup dan elegan, dan lebih menarik perhatian. Terimakasih 🙏",jujur kecewa trailer pv season mana desain lady sun bringer tutup elegan tampil aura wibawa buka ekspos tubuh harap developer sedia patch desain karakter agam tutup elegan tarik perhati terimakasih,Negative,Negative
Sering crash di samsung tab s9,crash samsung tab,Negative,Negative
"Nggak masuk akal susah banget game nya, ngebuild karakter sih sebenarnya masih gampang gampang aja tapi kalok pas mau ngerjain quest susah banget sumpah........ 😭😭😭😭😭😭, sistim gacha nya juga ngg ngotak banget, udah sih itu doang. sebenarnya game nya bagus aku suka tapi ya itu agak susah di mekanik nya aja, Oh iya ini game ""PAY TO WIN"" ya Btw... Jadi nggak usah berharap lebih...😁",akal susah ngebuild karakter gampang gampang pas ngerjain quest susah sumpah sistim gacha ngotak doang bagus suka susah mekanik oh iya pay win btw harap,Negative,Negative
"setiap lagi memuat konfigurasi data, selalu stuck di angka 72,05% dan alhasil keluar sendiri dari game, udah saya ulang berkali-kali tetep aja sama",muat konfigurasi data stuck angka alhasil ulang berkalikali,Negative,Negative
Game bajing kebanyakan loading,bajing banyak loading,Negative,Negative
hadeh pelit gacha,hadeh pelit gacha,Negative,Negative
"Game yang sangat mudah, cerita dan art dari karakter nya sangat baguss",mudah cerita art karakter bagus,Negative,Negative
"mode tv nya lemot sama delay mending gak usah ada, sama ribet harus ini harus itu jadi bosen mainin game nya. niatnya mau selesaiin side quest malah ada mode tv bete gwe🥱",mode tv lot delay mending ribet bosan mainin niat selesaiin side quest mode tv bete gwe,Negative,Negative
"Kembalikan story agen please hoyo jangn males, udah storynya pendek banget di patch terbaru ini 2.8, masak karakter rate up ketutupan sama konflik cerita utamanya sih niat mau jualan atau nggak ini",kembali story agen please hoyo jangn malas storynya pendek patch baru masak karakter rate up tutup konflik cerita utama niat jual,Negative,Negative
"best, tapi masih perlu optimasi aja biar gak bikin perangkat panas sekali, karena di Samsung S25FE sepanas itu kl tanpa cooler bahkan FClose.",best optimasi biar bikin perangkat panas samsung sfe panas cooler fclose,Negative,Negative
akun gw kemana ini kenapa ngulang lagi dari awal aneh banget nih game,akun mana ngulang aneh,Negative,Negative
"Scam 180 gacha ternyata harus selesai quest dll, sebelum battle maen puzzle bikin ngantuk",scam gacha selesai quest dll battle puzzle bikin ngantuk,Negative,Negative
"Game Anti KIKIR sih menurut gw soalnye gw dlm waktu 2 hari bisa dapet 2 Chara S Di Low Pity,tapi kalo bisa banyakin bansosnya karna gw nggak bisa sering main karna harus sekolah, 3 hari perbulan baru bisa megang handphone jadinya gw banyak ketinggalan event....pliss min😣🤧",anti kikir soalnye waktu chara low pitytapi banyak bansosnya sekolah bulan pegang handphone tinggal eventpliss min,Negative,Negative
"Setelah story season 2 yang cukup mengecewakan dan story season 3 keliatan kureng, optimalisasi di game ini makin buruk dan cukup unplayable bagi hp menengah. Dulu saat masih v1.x fpsnya cukup optimal di 50-60 fps dan sekarang untuk dapetin stabil di 40an fps harus rata kiri dan itupun masih sering framedrop. Saran, main game ini di pc. Kalopun mau main di hp, minimal hpnya flagship dan itupun kalo lu mau mengorbankan keawetan hp lu.",story season kecewa story season reng optimalisasi buruk unplayable hp tengah vx fpsnya optimal fps stabil an fps rata kiri itu framedrop saran pc kalo hp minimal hpnya flagship itu korban awet hp,Negative,Negative
"lumayan bagus gamenya gerakan animasi juga ditel banget alur cerita nya juga ok cuma aku masih bingung sama letak gacha dan uang buat beli w engine nya, karakter nya juga dapetin dari gacha nya gimana aku agak bingung soalnya beda banget sama game hoyo lainnya dan letak misi dan lain-lain nya itu lumayan membingungkan apa lagi buat pemulangan seperti saya jadi tolong banget buat di simpelim Diki buat para pemula seperti saya hoy pless banget",lumayan bagus gera animasi tel alur cerita ok bingung letak gacha uang beli engine karakter gacha bingung beda hoyo letak misi lainlain lumayan bingung pulang tolong simpelim dik mula hoy pless,Negative,Negative
games... best.. pokoknya.... semoga... buat player baru... untuk developer ya.. semoga gacha ya di mudah kan.. supaya player baru bisa dapet hero s+ gampang.. itu saja,games best pokok moga player developer moga gacha mudah player hero gampang,Negative,Negative
"game bagus udah, lu pada yang main suka frame drop sadar diri njir",bagus suka frame drop sadar anjir,Negative,Negative
ampas2 udah hapus semua data sampe 28 gb masih gak bisa download data zzz nya kecewa aku,ampas hapus data gb download data kecewa,Negative,Negative
"Kecewa wak... Pity aku ampas, bukanya dapet miyabi malah dapet koleda 😔",kecewa wak pity ampas buka miyabi koleda,Negative,Negative
"Tolong untuk optimalisasinya segera ditingkatkan, percuma kalau waifu banyak kalau optimalisasinya kurang. Jadi ga nyaman mainnya 😔",tolong optimalisasi tingkat waifu optimalisasi nyaman main,Positive,Negative
Sejauh ini fine fine aja sih ane pakai device infinix gt 10 pro set graphics smooth/med 60 fps enak parah,fine fine ane pakai device infinix pro set graphics smoothmed fps parah,Negative,Negative
Finally bisa download lewat PlayStore,finally download playstore,Negative,Negative
"Cerita, grafik dan desain karakter sangat memuaskan, cuman mungkin masih kurang optimal ketika di kota besar, fps sering turun ketika berada di kota",cerita grafik desain karakter muas cuman optimal kota fps turun kota,Negative,Negative
"makin lama makin berat ni game, performanya menurun ga kyk dlu. sekarang banyak frame dropnya",berat performa turun frame drop,Negative,Negative
Tolong tambahkan pilihan 45fps di menu pengaturan grafik,tolong tambah pilih fps menu atur grafik,Negative,Negative
"Login lama di Lobby, akun mihoyo yang sering hilang, Pas main TV semua , Penyimpanan yang hampir menyamai kakak nya, bintang 5",login lobby akun mihoyo hilang pas tv simpan sama kakak bintang,Negative,Negative
CoA aja gameplay nya mirip-mirip masih 60fps an lha ini cuma dapat 30fps nguwawor mihoyo cok,coa gameplay miripmirip fps an fps nguwawor mihoyo cok,Negative,Negative
Buat gameplay di Hp Poco m6 lumayan lancar apalagi buat grafik medium - High,gameplay hp poco lumayan lancar grafik medium high,Positive,Negative
"udh bagus cuma di hp saya ada bug backgroundnya semua hitam kecuali karakter,npc sama uinya. tolong harap di perbaiki bugnya",bagus hp bug backgroundnya hitam kecuali karakternpc uinya tolong harap baik bugnya,Negative,Negative
Gacha ampas rate off,gacha ampas rate off,Negative,Negative
"berniat ingin kembali bermain malah sering restart, perangkat saya ROG 8, bermain game lain aman, hanya game ini 🥲",niat main restart perangkat rog main aman,Negative,Negative
"Sering banget Force close, pas battle set rata kanan pun lancar tapi ketika cek archievment/lihat menu lainnya selalu terjadi FC tiba2 dan itu sangat mengganggu jadi gak nyaman lama2 main ini game",force close pas battle set rata kanan lancar cek archievmentlihat menu fc ganggu nyaman,Negative,Negative
"ilangin mode tv kebanyakan di banding kan combat battle nya, mikir dikit lu jualan gameplay apa jualan TV ngento***",ilangin mode tv banyak banding combat battle mikir dikit jual gameplay jual tv ngento,Negative,Negative
"kurang optimal untuk mobile, terlalu berat. mulai banyak leg sejak update 2.0",optimal mobile berat leg update,Negative,Negative
Game yang hebat...tapi entah kenapa sering freme drop...game hoyo lainnya aja ngak perna freme drop..ini game cocok buat pc,hebattapi freme dropgame hoyo freme dropini cocok pc,Negative,Negative
"aku rela ganti device hp setiap bulan buat mainin gamenya hoyo, entah kenapa ada sesuatu yang hilang sama ciri khasnya waktu awal rilis dengan sekarang, tapi gatau apa yg hilang.. vibesnya sudah mulai berbeda sejak 1.8, mungkin aku rindu dengan vibes zzz dulu yang lebih mirip City punk tapi sekarang lebih ke Fantasy, semoga zzz bisa memunculkan vibes nya yang dulu, karena itu adalah alasan ku bermain zzz.. oh iya... kapan harumasa rerun 🥲 semangat! semoga zzz menjadi game yang makin memukau!",rela ganti device hp mainin hoyo hilang ciri khas waktu rilis tau hilang vibesnya beda rindu vibes city punk fantasy moga muncul vibes alas ku main oh iya harumasa rerun semangat moga pukau,Negative,Negative
Force close d spek snapdragon 7 gen 3,force close spek snapdragon gen,Negative,Negative
25gb gelo☕🗿,gb gelo,Negative,Negative
Gelo size,gelo size,Negative,Negative
"Hello developer, I have a message please fix the black screen problem at the start of entering the game it really annoys me because it can't pre download I have tried restarting my device and still the black screen. I have also tried downloading the game many times and there is still a black screen, please fix it",developer have message please fix the black screen problem at the start of entering the really annoys me because cant pre download have tried restarting my device and still the black screen have also tried downloading the many times and there is still black screen please fix,Negative,Negative
Untuk game sudah bagus dari segi grafis dan gameplay nya tapi sangat disayangkan untuk pemberian reward sangat sedikit sehingga susah untuk f2p mengejar karakter yang di ingin kan,bagus segi grafis gameplay sayang beri reward susah fp kejar karakter,Negative,Negative
Udh bagus tinggal di banyakin event lagi,bagus tinggal banyak event,Negative,Negative
"Gamenya bagus tapi posisi tombol logout tolong dipindah, harus masuk ke menu lain untuk pencet tombol log out itu kurang efisien dan agak menggangu karena tombol log out itu tombol yang cukup sering dipakai. Mungkin bisa di pindah di bagian menu bersama menu achievement, gacha, gudang dll.",bagus posisi tombol logout tolong pindah menu pencet tombol log out efisien menggangu tombol log out tombol pakai pindah menu menu achievement gacha gudang dll,Negative,Negative
Sisanya udah bagus tapi tolong dong tambahkan fitur hapus quest terdahulu sama kayak di genshin impact dan honkai star rail agar size gamenya gak terlalu besar,sisa bagus tolong tambah fitur hapus quest genshin impact honkai star rail size,Negative,Negative
makin kesini design nya makin jelek,kesini design jelek,Negative,Negative
"Kerene banget game nya, apa lagi dengan grafik nya, oya min tolong dong perbanyak hadiah nya!",kerene grafik oya min tolong banyak hadiah,Negative,Negative
lagging force close android,lagging force close android,Negative,Negative
"Dari semua masalah keknya cuma ada 1 masalah yang emang rada mengganggu kadang suka nge-freeze tiba2 udah itu aja, tolong optimalisasi nya 😄🙏",kayak rada ganggu kadang suka ngefreeze tolong optimalisasi,Negative,Negative
"paling sering fps nya aja yang sering drop, terus kalo abis update selalu ada bug baru kaya animasi gacha yang tiba tiba ke skip, padahal sebelum update ngga gtu, yaa itu aja sih selain itu aman aja, sehat sehat game baik",fps drop habis update bug animasi gacha skip update aman sehat sehat,Negative,Negative
"When viewed from specific angle, the agent will appear faded worse update ngl.",when viewed from specific angle the agent will appear faded worse update ngl,Negative,Negative
game nya si bagus tapi ini 28gb + Cok☠️ dan itu semua 25 GB cuman berisi geol geol doang jir🗿,bagus gb cok gb cuman isi geol geol doang jir,Negative,Negative
"Buatku ZZZ adalah game dengan gameplay yang beda dengan game yang sebelumnya pernah kumainin, juga game ini bisa dimainkan pakek controller jadinya lebih enak, tangan gk pegel pegang hp gamenya bagus, misi hariannya juga mudah banget, pokoknya best lah gamenya. Pas pertama kali nyoba ZZZ langsung suka mungkin karena kesannya beda dari game yang lain aja dan gak bikin bosen pas maininnya. Okelah ini ulasanku yang sedikit membingungkan karena aku juga bingung ini ngetik apaan, hehe🗿",buat gameplay beda kumainin main pakai controller tangan gel pegang hp bagus misi hari mudah pokok best pas coba suka kesan beda bikin bosan pas maininnya oke ulas bingung bingung etik hehe,Positive,Negative
"Pas gw login masuk ke menu mulai tiba-tiba akun gw di tuduh menggunakan aplikasi pihak ke tiga, padahal gw menggunakan android kenapa dituduh menggunakan pihak 3 ya, gw aja nggak bisa menggunakan aplikasi pihak ketiga loh ini game paling terburuk yang gw main serius, masa akun gw di banned selama 2075 emang game terburuk deh ini",pas login menu tibatiba akun tuduh aplikasi android tuduh aplikasi tiga loh buruk serius akun banned buruk deh,Negative,Negative
saya main saya melihat tv saya menggerakkan tv saya sedikit bertarung saya menggerakkan tv lagi 10/10 Recomended,tv gerak tv tarung gerak tv recomended,Negative,Negative
why is this game have 50 gb space on pc? its too large for 1.0 version. You guys need to compress it more,why is this have gb space on pc its too large for version you guys need compress more,Negative,Negative
"Untuk fitur, karakter dan combat dalam game semua sudah baik, namun masih sering terjadi force close di beberapa fitur, terutama ketika akan meningkatkan level, skill, dan senjata karakter. Padahal cpu device saya sudah termasuk baik, bahkan ketika memainkan game lain masih dapat berjalan lancar tanpa force close.",fitur karakter combat force close fitur tingkat level skill senjata karakter cpu device main jalan lancar force close,Negative,Negative
"Aku punya permintaan, kasi hoki lah email nih, dari dulu main game hoyo gk pernah hoki nih email😔",minta kasih hoki email hoyo hoki email,Negative,Negative
"Definitely better than Genshin Impact, because the story, gameplay, and even cutscenes?! It's just so different. This game is absolute banger! Absolute Cinema ✋😐🤚",definitely better tahan genshin impact because the story gameplay and even cutscenes its just sok different this is absolute absolute cema,Negative,Negative
"tolong teman teman sekalian game ini adalah master piece bagi ku mungkin kalian suka dengan geme ini karena banyak hadiah menarik yang akan kalian claim saat update"" selanjutnya 🤩",tolong teman teman master piece ku suka geme hadiah tarik claim update,Negative,Negative
"bug udah fix hehe, gamenya seru cuman berat aja",bug fix hehe seru cuman berat,Negative,Negative
"Loadingnya lama banget,,story nya keluar masuk gedung loading nya 1 menit bikin bosen",loadingnya bangetstory gedung loading menit bikin bosan,Negative,Negative
Baru Awal Rilis Size 17GB Gimana Kedepannya Ntar Ini Game Sebentar saja Ngalahin SIZE nya Ghensin Impact Mungkin 3-7 Bulan,rilis size gb depan entar sebentar kalah size ghensin impact,Negative,Negative
"game nya bagus pake banget, mau dari sisi penyampaian cerita, gameplay, grafik, animasi, bahkan sampai detail dari tiap karakter nya bener-bener udah bagus banget. tapi sayang karena hp ku yg emang udah ga sanggup, mau gamau terpaksa dihapus dulu gamenya untuk sementara",bagus pakai sisi sampai cerita gameplay grafik animasi detail karakter benerbener bagus sayang hp ku sanggup paksa hapus,Negative,Negative
"Semuanya bagus, dari segi alur cerita sampai desain karakter bagus banget cuma mohon untuk system' pencarian Polychrome lebih dibanyakin lagi buat player Free to play seperti saya untuk mendapatkan 1karakter beserta W-engine nya sedikit susah apalagi disini ada system' rate off dan rate on, jadi mohon kedepannya bisa untuk dipermudah atau di perbanyak ladang/farming Polychrome nya. Kembali lagi semuanya dari game ini sangat bagus pertahankan!!!",bagus segi alur cerita desain karakter bagus system cari polychrome dibanyakin player free play karakter serta wengine susah system rate off rate on depan mudah banyak ladangfarming polychrome bagus tahan,Negative,Negative
Baik banget developer nya kemarin gk kompatibel tapi pas sudah update 1.1 sudah bisa sekarang terus gameplay nya juga menarik saya sangat suka sistem parry nya bikin ketagihan game nya juga gak pelit soal polychrome tapi gacha ampas banget,developer kemarin kompatibel pas update gameplay tarik suka sistem parry bikin tagih pelit polychrome gacha ampas,Negative,Negative
"semoga developer membaca ini. saya berharap game zenless zone zero ini mendapatkan optimalisasi untuk device yang spesifikasi rendah, seperti yang dilakukan kurogames kepada wuthering waves, saat wuthering waves pertama kali rilis gamenya sangat berat dan tidak bisa dijalankan dengan lancar, tapi setiap update optimalisasi nya semakin baik hingga tidak ada kendala apapun seperti nge-frame atau bug. saya harap developer melakukan optimalisasi yang sama kepada zenless zone zero ini. terimakasih.",moga developer baca harap zenless zone zero optimalisasi device spesifikasi rendah kurogames wuthering waves wuthering waves rilis berat jalan lancar update optimalisasi kendala apa ngeframe bug harap developer optimalisasi zenless zone zero terimakasih,Negative,Negative
"game ny bikin orang pay to win, kebanyakan fan service ny, sorry rating gk mendukung. sange/10",bikin pay win banyak fan service sorry rating dukung sange,Negative,Negative
"Kebanyakan game teka teki nya daripada combatnya, better ganti genre teka teki aja si kalo gini daripada action.",banyak teka teki combatnya better ganti genre teka teki action,Negative,Negative
"Game ini sangat bagus dan memanjakan mata, dari grafik, animasi dan cerita nya juga sangat seru dan menarik untuk terus di ikuti. Dan bagi saya setiap game yang dari Hoyoverse ini selalu menyajikan konten konten game yg menarik dan reward yg sepadanlah dengan kesulitannya, hanya saja setiap kali gacha suka sekali dikasih di hard pity itu membuat f2p seperti saya agak kesusahan untuk mengejar meta dan perkembangan nya",bagus manja grafik animasi cerita seru tarik ikut hoyoverse saji konten konten tarik reward padan sulit gacha suka kasih hard pity fp susah kejar meta kembang,Negative,Negative
Terlalu berat,berat,Negative,Negative
lumayan kalo keluar Miyabi ku masih 5 bintang kalo next benner🗿 aku janji🗿👍 terima kasih ya ini lebih baik di banding genshin yang ku main apa yang aku inginkan langsung dapat karakter tapi butuh usaha sih di banding genshin mau ambil kotak-kotak lagi zzz lebih mudah aku kumpulkan kerana quest yang cukup mudah dan nyaman main buat malam untuk story:v AKU MAU MIYABI!!!,lumayan miyabi ku bintang next benner janji terima kasih banding genshin ku karakter butuh usaha banding genshin ambil kotakkotak mudah kumpul rana quest mudah nyaman malam storyv miyabi,Negative,Negative
"Opini Pribadi, - waktu yg diperlukan untuk membuka semua fitur didalam game ini memerlukan waktu yang sangat lama, dan bisa terbilang repetitive bahkan kadang membuat mual. - terutama gameplay saat di-TV, terasa panjang dan sangat tidak menarik. (ekspetasi gw bakalan lebih banyak battlenya) Tidak direkomendasikan untuk player casual.",opini pribadi waktu buka fitur dalam waktu bilang repetitive kadang mual gameplay ditv tarik ekspetasi battlenya rekomendasi player casual,Positive,Negative
gamenya bagus tapi kenapa ya saya jarang menang rate on padahal udah 4x rate off di 4 patch udah gitu semuanya pity 80 Mulu rate offnya segitu ampasnya kah keberuntungan saya,bagus jarang menang rate on rate off patch pity mulu rate offnya segitu ampas kah untung,Negative,Negative
lumayan lh tolong di perbaiki lagi ya masalah pada bertarungnya,lumayan tolong baik tarung,Negative,Negative
"mantap dari segala segi, gua udh nyoba hsr juga, tapi ini menurut gua lebih keren dari segi playstyle gua",mantap segi gua coba hsr gua keren segi playstyle gua,Negative,Negative
"Kurang optimal ,Sering close app sendiri ketika main di spek Snapdragon 855+ , bikin ga betah main",optimal close app spek snapdragon bikin betah,Negative,Negative
selalu kalah rate offf trs eventnya dikit bat jadi pemain f2p atau free to play kesusahan termasuk saya sendiri,kalah rate of eventnya dikit main fp free play susah,Negative,Negative
"Untuk segi grafik paling beda dari game hoyovers lainnya, itu yang membedakan game ini, kebetulan saya lebih suka grafik dan gendre game seperti ini serasa nostalgia 😁",segi grafik beda hoyovers beda suka grafik gendre serasa nostalgia,Negative,Negative
"Aku yakin udah diperbaiki, tapi sering kali force close terjadi. Alasannya memang (mungkin) device yang kugunakan kurang mumpuni untuk game ini. Aku memilih bermain di PC, walau pun membuat sekujur badannya panas, setidaknya masih dapat bermain dengan lancar di grafis rendah. Ketidaknyamanan bermain di PC hanya menunggu loading dan juga terasa membosankan jika mode battle hanya segelintir dari jumlah kotak TV yang ada. 😅 Well, cuma mau bilang ""makasih"" ke Hoyoverse.",baik force close alas device guna mumpuni pilih main pc kujur badan panas main lancar grafis rendah ketidaknyamanan main pc tunggu loading bosan mode battle gelintir kotak tv well bilang terima kasih hoyoverse,Negative,Negative
"Download datanya lama banget,datanya 17099,5mb",download data bangetdatanya mbak,Negative,Negative
"Apaan dah awal game ini keluar ga ada sama sekali masalah dalam install ini game, pas mau install lagi malah ga bisa, kocak kocak.",deh install pas install kocak kocak,Negative,Negative
"3x gua mau registrasi tiba2 layar hitam trus gabisa di apa2 in , aneh amat maen game lain lanjay .. ini blm main udh 3x gagal registrasi.",gua registrasi layar hitam aneh lanjay gagal registrasi,Negative,Negative
bagus grafik sama alur cerita tapi sayangnya sempit banget pas jalanin quest ditambah ga bisa multiplayer jadinya rada bosen,bagus grafik alur cerita sayang sempit pas jalan quest tambah multiplayer rada bosan,Negative,Negative
"Kalo ada orang yg bilang menang rate off jangan percaya, itu mitos",bilang menang rate off percaya mitos,Negative,Negative
"please.. untuk developer tolong lahh optimalisasi nya di perbaiki, masak buat jala aja sering patah"" badahal sebelumnya enak enak aja 😩",please developer tolong optimalisasi baik masak jala patah badahal,Negative,Negative
"new update, often crashing 🤦‍♂️",new update often crashing,Negative,Negative
"I think it's still one of their best games, but its still faltering from identity and creative issues. The HDD is useless, commissions are gutted and no longer used, the consequences of which is no more replaying the combat part of story missions and no more hard mode. This also weakens the protagonists role as proxies, as they're now not taking online jobs or guiding exploration of the hollows. It also weakens Fairys role. They're really removing anything that made zzz unique",think its still one of their best games but its still faltering from identity and creative issues the hdd is useless commissions are gutted and no longer used the consequences of which is no more replaying the combat part of story missions and no more hard mode this also weakens the protagonists role as proxies as theyre now not taking online jobs guiding exploration of the hollows also weakens fairys role theyre really removing anything that made unique,Negative,Negative
"terimalasih hoyovers sulit di jelaskan. saya sangat puas dengan update 3.0 alur cerita semakin menarik tampilan dialok karater di tingkatkan, byk evend byk hadiah dan yang paling penting tidak pelit / kikir :-)",terimalasih hoyovers sulit puas update alur cerita tarik tampil dialok karater tingkat evend hadiah pelit kikir,Negative,Negative
HPKU RA KUAT ANJAY,hpku ra kuat anjay,Negative,Negative
"tolong untuk optimalisasi gamenya lebih diperhatikan, karena ada beberapa device yg bagus/cukup untuk bermain ZZZ tapi masih mengalami frame atau bahkan force close yang membuat experience bermain menjadi buruk. Saya memberikan bintang 1 dengan harapan ulasan saya di notice oleh developer. sekian terimakasih",tolong optimalisasi perhati device baguscukup main alami frame force close experience main buruk bintang harap ulas notice developer sekian terimakasih,Negative,Negative
min tolong komretibel kan game nya ke chipset kentang kayak unisoc😭,min tolong komretibel chipset kentang unisoc,Negative,Negative
"kok gw gabisa login ya?, lagi farming disk tiba2 logout sendiri",login farming disk logout,Positive,Negative
Woy hoyo ko di versi 2.0 ini sering ngeframe dan force close? padahal spek hp saya sudah memenuhi kriteria untuk main zenless dan masih saja sering force close dan ngeframe,woy hoyo versi ngeframe force close spek hp penuh kriteria zenless force close ngeframe,Negative,Negative
"Terlalu susah mendapatkan stat yang diinginkan, padahal saya sudah melakukan farming Drive disc lebih dari 200 kali namun masih belum bisa mendapatkan stat yang diinginkan di dalam satu set Drive disc saja",susah stat farming drive disc stat set drive disc,Negative,Negative
"Game busuk, udah top up gacha masih aja dikasi ampas",busuk top up gacha kasi ampas,Negative,Negative
"tolong ditingkatkan optimalisasi game nya, karena pada update terbaru masih banyak area area yang terlalu berat dan kurang optimal",tolong tingkat optimalisasi update baru area area berat optimal,Negative,Negative
Panjang umur game baik,umur,Negative,Negative
Setelah update frame drop parah sudah dituruni ke grafik sedah juga masih sama,update frame drop parah turun grafik dah,Negative,Negative
